ID	CARD|ARO Accession	CARD|CVTERM ID	CARD|Model Sequence ID	CARD|Model ID	CARD|Model Name	CARD|ARO Name	CARD|Protein Accession	CARD|DNA Accession	CARD|AMR Gene Family	CARD|Drug Class	CARD|Resistance Mechanism	RES|Gene_accession no.	RES|Class	RES|Phenotype	RES|PMID	RES|Mechanism of resistance	RES|Notes	RES|Required_gene
CardRes_00250	ARO:3002019	38419	1976	269	CMY-8	CMY-8	AAD50818.2	AF167990	CMY beta-lactamase	cephamycin	antibiotic inactivation	blaCMY-8_1_AB201268	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;MOX-1-like;;;	nan
CardRes_00251	ARO:3002467	38867	1657	270	LEN-20	LEN-20	CAP12348.2	AM850910	LEN beta-lactamase	penam;penem	antibiotic inactivation	blaLEN20_1_AM850910	Beta-lactam	"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin"	19128913	Enzymatic inactivation	Chromosomal class A beta-lactamase	nan
CardRes_00252	ARO:3002015	38415	1179	271	CMY-4	CMY-4	CAA75402.1	Y15130	CMY beta-lactamase	cephamycin	antibiotic inactivation							
CardRes_00253	ARO:3002751	39185	591	272	QnrB36	QnrB36	AEL00458.1	JN173058	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	qnrB36_1_JN173058	Quinolone	Ciprofloxacin 	21844311	Target protection	nan	nan
CardRes_00254	ARO:3002376	38776	1728	273	VEB-7	VEB-7	ACO56763.1	FJ825622	VEB beta-lactamase	cephalosporin;monobactam	antibiotic inactivation	blaVEB-7_1_FJ825622	Beta-lactam	nan	unpublished	Enzymatic inactivation	nan	nan
CardRes_00255	ARO:3001658	38058	2002	274	OXA-174	OXA-174	ADI58618.1	HM113560	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-174_1_HM113560	Beta-lactam	Unknown	20713680	Enzymatic inactivation	Class D;OXA-51-like;Natural in Acinetobacter baumannii;;	nan
CardRes_00256	ARO:3002435	38835	1366	275	OKP-B-2	OKP-B-2	CAJ19610.1	AM051151	OKP beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOKP-B-2_1_AM051151	Beta-lactam	unknown	15215087	Enzymatic inactivation	Chromosomal	nan
CardRes_00257	ARO:3000958	37338	1888	277	TEM-91	TEM-91	BAB16308.1	AB049569	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation	blaTEM-91_1_AB049569	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	12937007	Enzymatic inactivation	Class A	nan
CardRes_00258	ARO:3003095	39648	1892	278	imiS	imiS	CAA71441.1	Y10415	CphA beta-lactamase	carbapenem	antibiotic inactivation	imiS_1_Y10415	Beta-lactam	unknown	9527802	Enzymatic inactivation	metallo beta-lactamase	nan
CardRes_00259	ARO:3001967	38367	5885	279	CTX-M-107	CTX-M-107	AEM44650.1	JF274244.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation							
CardRes_00260	ARO:3001874	38274	1588	280	CTX-M-11	CTX-M-11	AAF93177.1	AY005110	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation							
CardRes_00261	ARO:3002071	38471	5299	281	CMY-110	CMY-110	BAO05497.1	AB872957.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	blaCMY-110_1_AB872957	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	24709044	Enzymatic inactivation	Class C;CMY-2-like;;;	nan
CardRes_00262	ARO:3001984	38384	1410	282	CTX-M-125	CTX-M-125	AFO69261.1	JQ724542	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	blaCTX-M-125_1_JQ724542	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_00263	ARO:3002098	38498	1117	283	CMY-85	CMY-85	AHL39322.1	KJ207202	CMY beta-lactamase	cephamycin	antibiotic inactivation	blaCMY-85_1_KJ207202	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;CMY-2-like;Natural in Citrobacter freundii;;	nan
CardRes_00264	ARO:3003055	39489	570	284	smeD	smeD	CAC14594.1	AJ252200	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;phenicol antibiotic;tetracycline antibiotic	antibiotic efflux							
CardRes_00265	ARO:3000883	37263	1488	285	TEM-11	TEM-11	AAW66604.1	AY874537	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation	blaTEM-11_1_AY874537	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	15857942	Enzymatic inactivation	Class A	nan
CardRes_00266	ARO:3001201	37581	830	286	SHV-162	SHV-162	AFQ23968.1	JX121129	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	blaSHV-162_1_JX121129	Beta-lactam	Unknown	23587957	Enzymatic inactivation	Class A	nan
CardRes_00267	ARO:3000934	37314	1248	287	TEM-67	TEM-67	AAD33116.2	AF091113	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation	blaTEM-67_1_AF091113	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	12499163	Enzymatic inactivation	Class A	nan
CardRes_00268	ARO:3002073	38473	1625	288	CMY-60	CMY-60	AEM97672.1	JF460794	CMY beta-lactamase	cephamycin	antibiotic inactivation	blaCMY-60_1_JF460794	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;CMY-2-like;;;	nan
CardRes_00269	ARO:3001780	38180	814	289	OXA-85	OXA-85	AAP69916.1	AY227054	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation							
CardRes_00270	ARO:3002843	39277	462	290	vatD	vatD	AAK84316.1	AF368302	streptogramin vat acetyltransferase	streptogramin antibiotic	antibiotic inactivation							
CardRes_00271	ARO:3002641	39041	4475	291	APH(3')-Ia	APH(3')-Ia	CAE51638.1	BX664015.1	APH(3')	aminoglycoside antibiotic	antibiotic inactivation	aph(3')-Ia_7_X62115	Aminoglycoside	"Neomycin,Kanamycin,Lividomycin,Paromomycin,Ribostamycin"	1662755	Enzymatic modification	nan	nan
CardRes_00272	ARO:3000888	37268	1157	292	TEM-17	TEM-17	CAA74912.2	Y14574	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation	blaTEM-17_1_Y14574	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	10681352	Enzymatic inactivation	Class A	nan
CardRes_00273	ARO:3001350	37750	3768	293	SHV-180	SHV-180	AJO16040.1	KP050487.1	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	blaSHV-180_1_KP050487	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_00274	ARO:3003005	39439	1592	294	CfxA4	CfxA4	AAV37205.1	AY769933	CfxA beta-lactamase	cephamycin	antibiotic inactivation	cfxA4_1_AY769933	Beta-lactam	unknown	unpublished	Enzymatic inactivation	Chromosomal	nan
CardRes_00275	ARO:3001804	38204	1451	295	OXA-145	OXA-145	ACN85419.1	FJ790516	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-145_1_FJ790516	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Ceftazidime"	21665906	Enzymatic inactivation	Class D;OXA-10-like;;;	nan
CardRes_00276	ARO:3002293	38693	1729	296	VIM-23	VIM-23	ACT33323.1	GQ242167	VIM beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	blaVIM-23_1_GQ242167 	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam"	Unpublished	Enzymatic inactivation	Subclass B1	nan
CardRes_00277	ARO:3002111	38511	1778	297	CMY-98	CMY-98	AGH70380.1	KC603538	CMY beta-lactamase	cephamycin	antibiotic inactivation	blaCMY-98_1_KC603538	Beta-lactam	Unknown	unpublished	Enzymatic inactivation	nan	nan
CardRes_00278	ARO:3002959	39393	416	298	vanYG1	vanYG1	ABA71729.1	DQ212986	glycopeptide resistance gene cluster;vanY	glycopeptide antibiotic	antibiotic target alteration							
CardRes_00279	ARO:3003553	40156	3286	299	CepS beta-lactamase	CepS	CAA56561.1	X80277	CepS beta-lactamase	cephalosporin	antibiotic inactivation							
CardRes_00280	ARO:3002583	38983	5868	300	AAC(6')-29a	AAC(6')-29a	WP_064190968.1	NG_048575.1	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation							
CardRes_00281	ARO:3002108	38508	1702	301	CMY-95	CMY-95	AGC54799.1	JX514369	CMY beta-lactamase	cephamycin	antibiotic inactivation	blaCMY-95_1_JX514369	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	23302581	Enzymatic inactivation	Class C;CMY-2-like;;;	nan
CardRes_00282	ARO:3001384	37784	848	302	TEM-207	TEM-207	AGK40892.1	KC818234	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation	blaTEM-207_1_KC818234	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_00283	ARO:3000593	36732	678	303	ErmQ	ErmQ	AAC36915.1	L22689	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	erm(Q)_1_L22689	"Macrolide, Lincosamide, Streptogramin B"	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"	8067735	Target modification	"23S rRNA methylase; Azithromycin, Spiramycin resistance in Staphylococcus sp. and Streptococcus sp.; If inducible phenotype, patterns of spiramycin, lincomycin and clindamycin resistance may vary"	nan
CardRes_00284	ARO:3002267	38667	1747	304	IND-11	IND-11	ADK25050.1	HM245379	IND beta-lactamase	carbapenem	antibiotic inactivation	blaIND-11_1_HM245379	Beta-lactam	"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem"	unpublished	Enzymatic inactivation	Chromosomal metallo beta-lactamase	nan
CardRes_00285	ARO:3001302	37701	4490	305	chrB	chrB	AAS79458.1	AY509120	non-erm 23S ribosomal RNA methyltransferase (G748)	lincosamide antibiotic;macrolide antibiotic	antibiotic target alteration							
CardRes_00286	ARO:3001090	37470	1066	306	SHV-32	SHV-32	AAK69828.1	AY037778	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	blaSHV-32_1_AY037778	Beta-lactam	"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin"	11557480	Enzymatic inactivation	Class A	nan
CardRes_00287	ARO:3001960	38360	865	307	CTX-M-101	CTX-M-101	ADY02545.1	HQ398214	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	blaCTX-M-101_1_HQ398214	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	24999233	Enzymatic inactivation	Class A	nan
CardRes_00288	ARO:3002129	38529	1265	308	CMY-118	CMY-118	AIT76091.1	KM087838	CMY beta-lactamase	cephamycin	antibiotic inactivation	blaCMY-118_1_KM087838	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;CMY-2-like;Natural in Citrobacter freundii;;	nan
CardRes_00289	ARO:3002046	38446	782	309	CMY-35	CMY-35	ABN51007.1	EF394371	CMY beta-lactamase	cephamycin	antibiotic inactivation	blaCMY-35_1_EF394371	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;CMY-2-like;Natural in Citrobacter freundii;;	nan
CardRes_00290	ARO:3001132	37512	840	310	SHV-78	SHV-78	CAJ47133.2	AM176553	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	blaSHV-78_1_AM176553	Beta-lactam	"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin"	19272757	Enzymatic inactivation	Class A	nan
CardRes_00291	ARO:3002257	38657	774	311	IND-2	IND-2	AAG29757.1	AF219127	IND beta-lactamase	carbapenem	antibiotic inactivation	blaIND-2_2_AF219127	Beta-lactam	"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem"	11036018	Enzymatic inactivation	Chromosomal metallo beta-lactamase	nan
CardRes_00292	ARO:3001467	37867	1370	312	OXA-167	OXA-167	ADK35871.1	HM488988	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-167_1_HM488988	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class D;OXA-23-like;;;	nan
CardRes_00293	ARO:3001654	38054	1291	313	OXA-143	OXA-143	ACX70402.1	GQ861437	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-143_1_GQ861437	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Imipenem, Meropenem"	19770279	Enzymatic inactivation	Class D;OXA-143-like;;;	nan
CardRes_00294	ARO:3001041	37421	1324	314	TEM-176	TEM-176	ADB90239.1	GU550123	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation	blaTEM-176_1_GU550123	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_00295	ARO:3002133	38533	1337	315	DHA-2	DHA-2	AAG36927.1	AF259520	DHA beta-lactamase	cephalosporin;cephamycin	antibiotic inactivation	blaDHA-2_1_AF259520	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	11157909	Enzymatic inactivation	Class C;DHA-1-like;;;	nan
CardRes_00296	ARO:3001898	38298	1186	316	CTX-M-36	CTX-M-36	BAD16611.1	AB177384	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	blaCTX-M-36_1_AB177384	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_00297	ARO:3001015	37395	1954	317	TEM-148	TEM-148	CAJ32372.1	AM087454	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation	blaTEM-148_1_AM087454	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_00298	ARO:3001545	37945	1688	318	OXA-358	OXA-358	AGZ83154.1	KF421161	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-358_1_KF421161	Beta-lactam	Unknown	24288029	Enzymatic inactivation	Class D;OXA-213-like;Natural in Acinetobacter calcoaceticus;;	nan
CardRes_00299	ARO:3001553	37953	2111	319	OXA-366	OXA-366	AJO16038.1	KP050485	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-366_1_KP050485	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class D;OXA-23-like;Natural in Acinetobacter baumannii;;	nan
CardRes_00300	ARO:3001897	38297	1106	321	CTX-M-35	CTX-M-35	BAD83775.1	AB176534	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	blaCTX-M-35_1_AB176532	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_00301	ARO:3000606	36745	789	322	FEZ-1 beta-lactamase	FEZ-1	CAB96921.1	Y17896	FEZ beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation							
CardRes_00302	ARO:3002609	39009	4491	323	aadA9	aadA9	ABG49324.1	DQ390458	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation							
CardRes_00303	ARO:3002767	39201	350	324	QnrB54	QnrB54	CCI51002.2	HE820727	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	qnrB54_1_HE820727	Quinolone	Ciprofloxacin 	25512409	Target protection	nan	nan
CardRes_00304	ARO:3002470	38870	1898	325	LEN-23	LEN-23	CAP12351.2	AM850913	LEN beta-lactamase	penam;penem	antibiotic inactivation	blaLEN23_1_AM850913	Beta-lactam	"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin"	19128913	Enzymatic inactivation	Chromosomal class A beta-lactamase	nan
CardRes_00305	ARO:3000805	37185	5524	172	OprN	OprN	AAG05883.1	AE004091.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic	antibiotic efflux							
CardRes_00306	ARO:3002701	39135	663	250	Rhodococcus fascians cmr	Rhodococcus fascians cmr	CAA78046.1	Z12001	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux	cmrA_1_Z12001	Phenicol	Chloramphenicol	1406276	Increased efflux 	MFS transporter	nan
CardRes_00307	ARO:3001493	37893	1837	326	OXA-225	OXA-225	AEP43731.1	JN638887	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-225_1_JN638887	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class D;OXA-23-like;;;	nan
CardRes_00308	ARO:3002346	38746	911	327	GES-17	GES-17	ADZ48685.1	HQ874631	GES beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	blaGES-17_1_HQ874631	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefoxitin, Ceftazidime, Piperacillin, Ticarcillin"	unpublished	Enzymatic inactivation	Class A; perhaps some carbapenase activity	nan
CardRes_00309	ARO:3003167	39744	6063	329	CTX-M-159	CTX-M-159	BAP18874.1	AB976602.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	blaCTX-M-159_1_AB976602	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_00310	ARO:3002217	38617	773	330	IMP-26	IMP-26	ACY01749.1	GU045307	IMP beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	blaIMP-26_1_GU045307	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam"	20463166	Enzymatic inactivation	Subclass B1	nan
CardRes_00311	ARO:3001032	37412	846	331	TEM-166	TEM-166	ACI25375.1	FJ197316	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation	blaTEM-166_1_FJ197316	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_00312	ARO:3003565	40174	3308	332	r39 beta-lactamase	R39	CAA37699.1	X53650	R39 beta-lactamase	penam	antibiotic inactivation							
CardRes_00313	ARO:3003186	39763	1420	333	CARB-23	CARB-23	AHJ02283.1	CP007005	CARB beta-lactamase	penam	antibiotic inactivation							
CardRes_00314	ARO:3003034	39468	244	334	mexX	mexX	BAA34299.1	AB015853	resistance-nodulation-cell division (RND) antibiotic efflux pump	acridine dye;aminoglycoside antibiotic;carbapenem;cephalosporin;cephamycin;fluoroquinolone antibiotic;macrolide antibiotic;penam;phenicol antibiotic;tetracycline antibiotic	antibiotic efflux							
CardRes_00315	ARO:3003811	40499	3839	337	adeC	adeC	ALX99516.1	CP013924.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	glycylcycline;tetracycline antibiotic	antibiotic efflux							
CardRes_00316	ARO:3002390	38790	2016	338	OXY-1-2	OXY-1-2	CAI43413.1	AJ871865	OXY beta-lactamase	cephalosporin;monobactam;penam	antibiotic inactivation	blaOXY-1-2_2_AJ871864	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	16048960	Enzymatic inactivation	Chromosomal class A beta-lactamase	nan
CardRes_00317	ARO:3004866	43004	5937	3664	NDM-23	NDM-23	AWU66462.1	MH450214.1	NDM beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	blaNDM-23_1_MH450214	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam"	Unpublished	Enzymatic inactivation	Subclass B1	nan
CardRes_00318	ARO:3002062	38462	904	340	CMY-51	CMY-51	AFK73431.1	JQ733571	CMY beta-lactamase	cephamycin	antibiotic inactivation	blaCMY-51_1_JQ733571	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;CMY-2-like;;;	nan
CardRes_00319	ARO:3002192	38592	1594	341	IMP-1	IMP-1	CAA11471.1	AJ223604	IMP beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	blaIMP-1_1_EF027105	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam"	8141584	Enzymatic inactivation	Subclass B1	nan
CardRes_00320	ARO:3003067	39501	4492	342	smeS	smeS	AAD51347.1	AF173226	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic;cephalosporin;cephamycin;penam	antibiotic efflux							
CardRes_00321	ARO:3001425	37825	1211	343	OXA-31	OXA-31	AAK52604.1	AF294653	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-31_1_AF294653	Beta-lactam	"Amoxicillin, Ampicillin, Cefepime, Piperacillin, Piperacillin+Tazobactam"	11353602	Enzymatic inactivation	Class D;OXA-1-like;;;	nan
